#Years    WideImaging%    DeepImaging%    Prism%    NearbySNe    WideImagingFilters    DeepImagingFilters    WideImagingCadence    DeepImagingCadence    PrismCadence    RubinDDF    ZWide    ZDeep    WideImagingDeg^2    DeepImagingDeg^2    DispersionModel    MeanModelTraining    DistMod.fits                      
0.500     046             046             8         00800        RRZJH                 RRZYJH                10                    12                    5               True        0.6      1.2      43                  25                  TwinsLower         True                 all_matrices/cov_mat_4590.fits    
0.500     046             046             8         00800        RRZJH                 RRZYJH                10                    12                    5               True        0.6      1.2      43                  25                  NIRLower           True                 all_matrices/cov_mat_4591.fits    
0.500     046             046             8         00800        RRZJH                 RRZYJH                10                    12                    5               True        0.6      1.2      43                  25                  NIRLower           False                all_matrices/cov_mat_4592.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               False       0.7      1.7      40                  14                  TwinsLower         True                 all_matrices/cov_mat_4593.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               False       0.7      1.7      40                  14                  NIRLower           True                 all_matrices/cov_mat_4594.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               False       0.7      1.7      40                  14                  NIRLower           False                all_matrices/cov_mat_4595.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               True        0.7      1.7      40                  14                  TwinsLower         True                 all_matrices/cov_mat_4596.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               True        0.7      1.7      40                  14                  NIRLower           True                 all_matrices/cov_mat_4597.fits    
0.500     046             046             8         00800        RRZJH                 RZZYJH                10                    08                    5               True        0.7      1.7      40                  14                  NIRLower           False                all_matrices/cov_mat_4598.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               False       0.3      2.3      36                  8.8                 TwinsLower         True                 all_matrices/cov_mat_4599.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               False       0.3      2.3      36                  8.8                 NIRLower           True                 all_matrices/cov_mat_4600.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               False       0.3      2.3      36                  8.8                 NIRLower           False                all_matrices/cov_mat_4601.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               True        0.3      2.3      36                  8.8                 TwinsLower         True                 all_matrices/cov_mat_4602.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               True        0.3      2.3      36                  8.8                 NIRLower           True                 all_matrices/cov_mat_4603.fits    
0.500     046             046             8         00800        RRZYJH                RRZYJH                08                    08                    5               True        0.3      2.3      36                  8.8                 NIRLower           False                all_matrices/cov_mat_4604.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               False       0.7      1.7      11                  15                  TwinsLower         True                 all_matrices/cov_mat_4605.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               False       0.7      1.7      11                  15                  NIRLower           True                 all_matrices/cov_mat_4606.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               False       0.7      1.7      11                  15                  NIRLower           False                all_matrices/cov_mat_4607.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               True        0.7      1.7      11                  15                  TwinsLower         True                 all_matrices/cov_mat_4608.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               True        0.7      1.7      11                  15                  NIRLower           True                 all_matrices/cov_mat_4609.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                04                    10                    5               True        0.7      1.7      11                  15                  NIRLower           False                all_matrices/cov_mat_4610.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               False       0.6      1.3      22                  21                  TwinsLower         True                 all_matrices/cov_mat_4611.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               False       0.6      1.3      22                  21                  NIRLower           True                 all_matrices/cov_mat_4612.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               False       0.6      1.3      22                  21                  NIRLower           False                all_matrices/cov_mat_4613.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               True        0.6      1.3      22                  21                  TwinsLower         True                 all_matrices/cov_mat_4614.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               True        0.6      1.3      22                  21                  NIRLower           True                 all_matrices/cov_mat_4615.fits    
0.500     046             046             8         00800        RRZYJHF               RRZYJH                10                    10                    5               True        0.6      1.3      22                  21                  NIRLower           False                all_matrices/cov_mat_4616.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               False       0.3      2.3      33                  5.9                 TwinsLower         True                 all_matrices/cov_mat_4617.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               False       0.3      2.3      33                  5.9                 NIRLower           True                 all_matrices/cov_mat_4618.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               False       0.3      2.3      33                  5.9                 NIRLower           False                all_matrices/cov_mat_4619.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               True        0.3      2.3      33                  5.9                 TwinsLower         True                 all_matrices/cov_mat_4620.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               True        0.3      2.3      33                  5.9                 NIRLower           True                 all_matrices/cov_mat_4621.fits    
0.500     046             046             2         00800        RRZJH                 ZZRYJHF               06                    06                    5               True        0.3      2.3      33                  5.9                 NIRLower           False                all_matrices/cov_mat_4622.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               False       0.9      1.2      13                  14                  TwinsLower         True                 all_matrices/cov_mat_4623.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               False       0.9      1.2      13                  14                  NIRLower           True                 all_matrices/cov_mat_4624.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               False       0.9      1.2      13                  14                  NIRLower           False                all_matrices/cov_mat_4625.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               True        0.9      1.2      13                  14                  TwinsLower         True                 all_matrices/cov_mat_4626.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               True        0.9      1.2      13                  14                  NIRLower           True                 all_matrices/cov_mat_4627.fits    
0.500     046             046             0         00800        RRZYJHF               ZZYJHF                08                    08                    5               True        0.9      1.2      13                  14                  NIRLower           False                all_matrices/cov_mat_4628.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               False       0.8      1.1      38                  0.29                TwinsLower         True                 all_matrices/cov_mat_4629.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               False       0.8      1.1      38                  0.29                NIRLower           True                 all_matrices/cov_mat_4630.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               False       0.8      1.1      38                  0.29                NIRLower           False                all_matrices/cov_mat_4631.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               True        0.8      1.1      38                  0.29                TwinsLower         True                 all_matrices/cov_mat_4632.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               True        0.8      1.1      38                  0.29                NIRLower           True                 all_matrices/cov_mat_4633.fits    
0.500     047             047             52        00800        RRZJH                 ZZYJHF                10                    08                    5               True        0.8      1.1      38                  0.29                NIRLower           False                all_matrices/cov_mat_4634.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               False       0.9      1.9      16                  0.23                TwinsLower         True                 all_matrices/cov_mat_4635.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               False       0.9      1.9      16                  0.23                NIRLower           True                 all_matrices/cov_mat_4636.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               False       0.9      1.9      16                  0.23                NIRLower           False                all_matrices/cov_mat_4637.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               True        0.9      1.9      16                  0.23                TwinsLower         True                 all_matrices/cov_mat_4638.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               True        0.9      1.9      16                  0.23                NIRLower           True                 all_matrices/cov_mat_4639.fits    
0.500     047             047             52        00800        RRZYJH                RRZYJH                04                    06                    5               True        0.9      1.9      16                  0.23                NIRLower           False                all_matrices/cov_mat_4640.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               False       0.6      2.4      29                  0.57                TwinsLower         True                 all_matrices/cov_mat_4641.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               False       0.6      2.4      29                  0.57                NIRLower           True                 all_matrices/cov_mat_4642.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               False       0.6      2.4      29                  0.57                NIRLower           False                all_matrices/cov_mat_4643.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               True        0.6      2.4      29                  0.57                TwinsLower         True                 all_matrices/cov_mat_4644.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               True        0.6      2.4      29                  0.57                NIRLower           True                 all_matrices/cov_mat_4645.fits    
0.500     047             047             48        00800        RRZJH                 ZZRYJHF               06                    12                    5               True        0.6      2.4      29                  0.57                NIRLower           False                all_matrices/cov_mat_4646.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.3      2.4      46                  2.3                 TwinsLower         True                 all_matrices/cov_mat_4647.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.3      2.4      46                  2.3                 NIRLower           True                 all_matrices/cov_mat_4648.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.3      2.4      46                  2.3                 NIRLower           False                all_matrices/cov_mat_4649.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.3      2.4      46                  2.3                 TwinsLower         True                 all_matrices/cov_mat_4650.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.3      2.4      46                  2.3                 NIRLower           True                 all_matrices/cov_mat_4651.fits    
0.500     047             047             34        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.3      2.4      46                  2.3                 NIRLower           False                all_matrices/cov_mat_4652.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               False       0.6      2.3      38                  3.7                 TwinsLower         True                 all_matrices/cov_mat_4653.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               False       0.6      2.3      38                  3.7                 NIRLower           True                 all_matrices/cov_mat_4654.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               False       0.6      2.3      38                  3.7                 NIRLower           True                 all_matrices/cov_mat_4655.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               False       0.6      2.3      38                  3.7                 NIRLower           False                all_matrices/cov_mat_4656.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               True        0.6      2.3      38                  3.7                 TwinsLower         True                 all_matrices/cov_mat_4657.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               True        0.6      2.3      38                  3.7                 NIRLower           True                 all_matrices/cov_mat_4658.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               True        0.6      2.3      38                  3.7                 NIRLower           True                 all_matrices/cov_mat_4659.fits    
0.500     047             047             32        00800        RRZYJH                RRZYJH                10                    06                    5               True        0.6      2.3      38                  3.7                 NIRLower           False                all_matrices/cov_mat_4660.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               False       0.6      1.6      43                  10                  TwinsLower         True                 all_matrices/cov_mat_4661.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               False       0.6      1.6      43                  10                  NIRLower           True                 all_matrices/cov_mat_4662.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               False       0.6      1.6      43                  10                  NIRLower           False                all_matrices/cov_mat_4663.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               True        0.6      1.6      43                  10                  TwinsLower         True                 all_matrices/cov_mat_4664.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               True        0.6      1.6      43                  10                  NIRLower           True                 all_matrices/cov_mat_4665.fits    
0.500     047             047             24        00800        RRZYJ                 RRZYJH                08                    10                    5               True        0.6      1.6      43                  10                  NIRLower           False                all_matrices/cov_mat_4666.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               False       0.6      2.2      20                  4.4                 TwinsLower         True                 all_matrices/cov_mat_4667.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               False       0.6      2.2      20                  4.4                 NIRLower           True                 all_matrices/cov_mat_4668.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               False       0.6      2.2      20                  4.4                 NIRLower           False                all_matrices/cov_mat_4669.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               True        0.6      2.2      20                  4.4                 TwinsLower         True                 all_matrices/cov_mat_4670.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               True        0.6      2.2      20                  4.4                 NIRLower           True                 all_matrices/cov_mat_4671.fits    
0.500     047             047             24        00800        RRZYJHF               YYJHF                 08                    12                    5               True        0.6      2.2      20                  4.4                 NIRLower           False                all_matrices/cov_mat_4672.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               False       0.5      2.2      23                  4.5                 TwinsLower         True                 all_matrices/cov_mat_4673.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               False       0.5      2.2      23                  4.5                 NIRLower           True                 all_matrices/cov_mat_4674.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               False       0.5      2.2      23                  4.5                 NIRLower           False                all_matrices/cov_mat_4675.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               True        0.5      2.2      23                  4.5                 TwinsLower         True                 all_matrices/cov_mat_4676.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               True        0.5      2.2      23                  4.5                 NIRLower           True                 all_matrices/cov_mat_4677.fits    
0.500     047             047             20        00800        RRZYJHF               ZZYJHF                08                    12                    5               True        0.5      2.2      23                  4.5                 NIRLower           False                all_matrices/cov_mat_4678.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.5      1.3      44                  9.1                 TwinsLower         True                 all_matrices/cov_mat_4679.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.5      1.3      44                  9.1                 NIRLower           True                 all_matrices/cov_mat_4680.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.5      1.3      44                  9.1                 NIRLower           True                 all_matrices/cov_mat_4681.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.5      1.3      44                  9.1                 NIRLower           False                all_matrices/cov_mat_4682.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.5      1.3      44                  9.1                 TwinsLower         True                 all_matrices/cov_mat_4683.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.5      1.3      44                  9.1                 NIRLower           True                 all_matrices/cov_mat_4684.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.5      1.3      44                  9.1                 NIRLower           True                 all_matrices/cov_mat_4685.fits    
0.500     047             047             18        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.5      1.3      44                  9.1                 NIRLower           False                all_matrices/cov_mat_4686.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               False       0.4      2.2      55                  4.6                 TwinsLower         True                 all_matrices/cov_mat_4687.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               False       0.4      2.2      55                  4.6                 NIRLower           True                 all_matrices/cov_mat_4688.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               False       0.4      2.2      55                  4.6                 NIRLower           False                all_matrices/cov_mat_4689.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               True        0.4      2.2      55                  4.6                 TwinsLower         True                 all_matrices/cov_mat_4690.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               True        0.4      2.2      55                  4.6                 NIRLower           True                 all_matrices/cov_mat_4691.fits    
0.500     047             047             16        00800        RRZYJ                 ZZYJHF                10                    06                    5               True        0.4      2.2      55                  4.6                 NIRLower           False                all_matrices/cov_mat_4692.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               False       0.6      2.0      20                  9.6                 TwinsLower         True                 all_matrices/cov_mat_4693.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               False       0.6      2.0      20                  9.6                 NIRLower           True                 all_matrices/cov_mat_4694.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               False       0.6      2.0      20                  9.6                 NIRLower           False                all_matrices/cov_mat_4695.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               True        0.6      2.0      20                  9.6                 TwinsLower         True                 all_matrices/cov_mat_4696.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               True        0.6      2.0      20                  9.6                 NIRLower           True                 all_matrices/cov_mat_4697.fits    
0.500     047             047             14        00800        RRZYJHF               RRZYJH                08                    12                    5               True        0.6      2.0      20                  9.6                 NIRLower           False                all_matrices/cov_mat_4698.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               False       0.6      1.3      25                  15                  TwinsLower         True                 all_matrices/cov_mat_4699.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               False       0.6      1.3      25                  15                  NIRLower           True                 all_matrices/cov_mat_4700.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               False       0.6      1.3      25                  15                  NIRLower           False                all_matrices/cov_mat_4701.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               True        0.6      1.3      25                  15                  TwinsLower         True                 all_matrices/cov_mat_4702.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               True        0.6      1.3      25                  15                  NIRLower           True                 all_matrices/cov_mat_4703.fits    
0.500     047             047             12        00800        RRZYJH                RRZYJH                06                    06                    5               True        0.6      1.3      25                  15                  NIRLower           False                all_matrices/cov_mat_4704.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               False       0.8      2.3      31                  6.1                 TwinsLower         True                 all_matrices/cov_mat_4705.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               False       0.8      2.3      31                  6.1                 NIRLower           True                 all_matrices/cov_mat_4706.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               False       0.8      2.3      31                  6.1                 NIRLower           False                all_matrices/cov_mat_4707.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               True        0.8      2.3      31                  6.1                 TwinsLower         True                 all_matrices/cov_mat_4708.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               True        0.8      2.3      31                  6.1                 NIRLower           True                 all_matrices/cov_mat_4709.fits    
0.500     047             047             8         00800        RRZYJ                 YYJHF                 06                    08                    5               True        0.8      2.3      31                  6.1                 NIRLower           False                all_matrices/cov_mat_4710.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               False       0.3      1.8      18                  14                  TwinsLower         True                 all_matrices/cov_mat_4711.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               False       0.3      1.8      18                  14                  NIRLower           True                 all_matrices/cov_mat_4712.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               False       0.3      1.8      18                  14                  NIRLower           False                all_matrices/cov_mat_4713.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               True        0.3      1.8      18                  14                  TwinsLower         True                 all_matrices/cov_mat_4714.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               True        0.3      1.8      18                  14                  NIRLower           True                 all_matrices/cov_mat_4715.fits    
0.500     047             047             6         00800        RRZYJH                RRZYJH                04                    08                    5               True        0.3      1.8      18                  14                  NIRLower           False                all_matrices/cov_mat_4716.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               False       0.6      1.3      32                  0                   TwinsLower         True                 all_matrices/cov_mat_4717.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               False       0.6      1.3      32                  0                   NIRLower           True                 all_matrices/cov_mat_4718.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               False       0.6      1.3      32                  0                   NIRLower           False                all_matrices/cov_mat_4719.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               True        0.6      1.3      32                  0                   TwinsLower         True                 all_matrices/cov_mat_4720.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               True        0.6      1.3      32                  0                   NIRLower           True                 all_matrices/cov_mat_4721.fits    
0.500     048             048             52        00800        RRZYJH                RRZYJH                08                    08                    5               True        0.6      1.3      32                  0                   NIRLower           False                all_matrices/cov_mat_4722.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               False       0.7      1.9      21                  2.6                 TwinsLower         True                 all_matrices/cov_mat_4723.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               False       0.7      1.9      21                  2.6                 NIRLower           True                 all_matrices/cov_mat_4724.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               False       0.7      1.9      21                  2.6                 NIRLower           False                all_matrices/cov_mat_4725.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               True        0.7      1.9      21                  2.6                 TwinsLower         True                 all_matrices/cov_mat_4726.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               True        0.7      1.9      21                  2.6                 NIRLower           True                 all_matrices/cov_mat_4727.fits    
0.500     048             048             42        00800        RRZJH                 RRZYJH                04                    08                    5               True        0.7      1.9      21                  2.6                 NIRLower           False                all_matrices/cov_mat_4728.fits    
0.500     048             048             40        00800        RRZYJ                 ZZRYJHF               06                    10                    5               False       0.6      2.2      33                  1.6                 TwinsLower         True                 all_matrices/cov_mat_4729.fits    
0.500     048             048             40        00800        RRZYJ                 ZZRYJHF               06                    10                    5               False       0.6      2.2      33                  1.6                 NIRLower           True                 all_matrices/cov_mat_4730.fits    
0.500     048             048             40        00800        RRZYJ                 ZZRYJHF               06                    10                    5               False       0.6      2.2      33                  1.6                 NIRLower           False                all_matrices/cov_mat_4731.fits    
0.500     048             048             40        00800        RRZYJ                 ZZRYJHF               06                    10                    5               True        0.6      2.2      33                  1.6                 TwinsLower         True                 all_matrices/cov_mat_4732.fits    
0.500     048             048             40        00800        RRZYJ                 ZZRYJHF               06                    10                    5               True        0.6      2.2      33                  1.6                 NIRLower           True                 all_matrices/cov_mat_4733.fits    
